date,22,217,1210,460,7,1077,Others
2018-08-08,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2018-08-14,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-09-10,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2018-10-02,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-11-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2018-12-06,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2019-03-22,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-25,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-16,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-17,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-21,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-06-14,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2019-07-03,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-15,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-16,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2019-07-17,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-23,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-24,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-19,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-14,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-16,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-21,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-30,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-02,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-07,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-27,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-27,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-29,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-05,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-07-28,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-05,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-05-11,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2022-06-09,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-06-08,0.0,12.333333333333334,87.66666666666667,0.0,0.0,0.0,0.0
2023-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-11,0.0,94.5945945945946,0.0,0.0,0.0,5.405405405405405,0.0
2023-11-03,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-11-14,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2023-12-04,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-02-21,0.0,0.0,0.0,100.0,0.0,0.0,0.0
2024-07-16,0.0,16.666666666666664,0.0,0.0,83.33333333333334,0.0,0.0
2024-08-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-10-15,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-11-18,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-12-12,0.0,49.875,0.0,50.125,0.0,0.0,0.0
2024-12-17,0.0,49.75,0.0,50.24999999999999,0.0,0.0,0.0
2024-12-20,0.0,49.625,0.0,50.375,0.0,0.0,0.0
2024-12-27,0.0,49.5,0.0,50.5,0.0,0.0,0.0
2025-01-02,0.0,49.75,0.0,50.24999999999999,0.0,0.0,0.0
2025-01-03,0.0,50.0,0.0,50.0,0.0,0.0,0.0
2025-01-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025-02-04,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025-02-28,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025-03-04,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2025-03-06,0.0,100.0,0.0,0.0,0.0,0.0,0.0
